Volatility 3 Framework 2.26.2

Task Name	Principal ID	Display Name	Enabled	Creation Time	Last Run Time	Last Successful Run Time	Trigger Type	Trigger Description	Action Type	Action	Action Arguments	Action Context	Working Directory	Key Name
CleanupOfflineContent	LocalSystem	-	True	-	2025-05-29 07:00:34.000000 UTC	-	Time	-	ComHandler	{61f77d5e-afe9-400b-a5e6-e9e80fc8e601}	-	LocalSystem	N/A	{3CD97A8A-2C55-4D61-8EFA-5B647FE0022A}
SilentCleanup	Authenticated Users	-	-	2025-06-02 02:50:04.000000 UTC	2025-05-29 09:52:10.000000 UTC	2025-06-01 10:03:11.000000 UTC	-	-	Exe	%windir%\system32\cleanmgr.exe	/autoclean /d %systemdrive%	Authenticated Users	-	{3D1B3670-0349-40D0-9515-5F78A268947A}
Refresh Group Policy Cache	LocalSystem	-	True	-	2025-05-29 09:52:10.000000 UTC	-	WindowsNotificationFacility	WNF state 7508bca32a1e890d	ComHandler	{7369a67-7a6-4608-abea-379491cb7c46}	-	LocalSystem	N/A	{3ECEEF16-0BB3-4AC3-ADBE-94872A705F33}
BgTaskRegistrationMaintenanceTask	LocalSystem	-	-	-	2025-05-24 09:52:10.000000 UTC	-	-	-	ComHandler	{e984d939-e00-4dd9-ac3a-7aca04745521}	-	LocalSystem	N/A	{401F9170-FC38-48AF-87DD-A11B544079C8}
WIM-Hash-Validation	LocalSystem	-	-	2025-06-01 09:55:20.000000 UTC	2025-05-29 09:52:10.000000 UTC	2025-06-01 09:55:30.000000 UTC	-	-	ComHandler	{b7bffb5a-efa8-4d8c-bbde-c8d5faaf54a1}	WimHashValidation	LocalSystem	N/A	{40E77187-BA7D-4322-BFF0-1302FD8AEF8E}
ScheduledDefrag	LocalSystem	-	-	-	2025-05-23 07:26:33.000000 UTC	-	-	-	Exe	%windir%\system32\defrag.exe	-c -h -o -$	LocalSystem	-	{444E9416-CD90-4407-8C7A-C6CAB7914A20}
ProactiveScan	LocalSystem	-	-	2025-06-01 09:55:20.000000 UTC	2025-05-29 09:52:10.000000 UTC	2025-06-01 09:55:25.000000 UTC	-	-	ComHandler	{cf4270f5-2e43-4468-83b3-a8c45bb33ea1}	-	LocalSystem	N/A	{4733D93B-10C4-4906-9D4A-5A21F280B9EA}
Backup	Users	-	True	-	2025-05-30 07:52:38.000000 UTC	-	Time	-	ComHandler	{722d0f89-b69c-4700-ae8c-4a44350e4876}	$(Arg0)	Users	N/A	{49264DE8-0918-4D3D-A735-D0F9445DB060}
.NET Framework NGEN v4.0.30319 Critical	Author	-	True	2025-05-30 20:39:48.000000 UTC	2025-05-29 09:52:11.000000 UTC	2025-05-30 22:42:10.000000 UTC	Logon	Logon trigger	ComHandler	{de434264-8fe9-4c0b-a83b-89ebeebff78e}	/RuntimeWide	Author	N/A	{49CBA293-056E-4AA7-BEAD-D0C1E4649A16}
MobilityManager	LocalService	-	True	-	2025-05-29 09:52:11.000000 UTC	-	Event	Event trigger: Subscription: <QueryList>







              <Query







                  Id="0"







                  Path="Application"







                  >







                <Select Path="Application">*[System[Provider[@Name='RasClient'] and (Level=4 or Level=0) and (EventID=20281)]]</Select>







              </Query>







            </QueryList>, Queries: []	ComHandler	{c463a0fc-794f-4fdf-9201-1938ceacafa}	-	LocalService	N/A	{4A2BB874-D298-45B7-A088-2721E45334A8}
CreateObjectTask	LocalSystem	-	-	2025-05-29 06:55:09.000000 UTC	2025-05-29 09:52:11.000000 UTC	-	-	-	ComHandler	{e4544aba-62bf-4c54-aab2-ec246342626c}	-	LocalSystem	N/A	{4A61BA5A-D771-47DD-94E8-2ECE67DE5ECD}
ExploitGuard MDM policy Refresh	LocalSystem	-	True	2025-06-02 05:18:57.000000 UTC	2025-05-29 09:52:08.000000 UTC	2025-06-02 05:19:12.000000 UTC	WindowsNotificationFacility	WNF state 7508bea328009213	ComHandler	{711001cd-cc1d-4470-9b7e-1ef73849c79e}	ExploitGuardPolicy	LocalSystem	N/A	{4B59409D-8601-4541-8235-72FB2EECD2F9}
ExploitGuard MDM policy Refresh	LocalSystem	-	True	2025-06-02 05:18:57.000000 UTC	2025-05-29 09:52:08.000000 UTC	2025-06-02 05:19:12.000000 UTC	WindowsNotificationFacility	WNF state 7508bca32a1e890d	ComHandler	{711001cd-cc1d-4470-9b7e-1ef73849c79e}	ExploitGuardPolicy	LocalSystem	N/A	{4B59409D-8601-4541-8235-72FB2EECD2F9}
ExploitGuard MDM policy Refresh	LocalSystem	-	True	2025-06-02 05:18:57.000000 UTC	2025-05-29 09:52:08.000000 UTC	2025-06-02 05:19:12.000000 UTC	Boot	Boot trigger	ComHandler	{711001cd-cc1d-4470-9b7e-1ef73849c79e}	ExploitGuardPolicy	LocalSystem	N/A	{4B59409D-8601-4541-8235-72FB2EECD2F9}
RunUpdateNotificationMgr	Author	-	True	-	2025-05-29 09:52:11.000000 UTC	-	Time	-	-	-	-	Author	-	{4BD237D4-75EC-4EFC-978D-FED621175C39}
RunUpdateNotificationMgr	Author	-	True	-	2025-05-29 09:52:11.000000 UTC	-	Logon	Logon trigger	-	-	-	Author	-	{4BD237D4-75EC-4EFC-978D-FED621175C39}
UCPD velocity	LocalSystem	-	True	2025-06-02 02:35:49.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 02:35:52.000000 UTC	Logon	Logon trigger	-	-	-	LocalSystem	-	{4C7397A6-E7B7-4CEA-BA36-1EEDE27F0897}
UsageDataFlushing	LocalSystem	-	True	-	2025-05-30 07:51:47.000000 UTC	-	WindowsNotificationFacility	WNF state 752cbca33a078a41	ComHandler	{99efdad1-f11-4a6b-a702-4e1c37d1a3ef}	-	LocalSystem	N/A	{4D1ED2E5-261D-42D0-8E1C-DD3863A278A8}
UsageDataFlushing	LocalSystem	-	True	-	2025-05-30 07:51:47.000000 UTC	-	WindowsNotificationFacility	WNF state 7544bca33a078a41	ComHandler	{99efdad1-f11-4a6b-a702-4e1c37d1a3ef}	-	LocalSystem	N/A	{4D1ED2E5-261D-42D0-8E1C-DD3863A278A8}
UsageDataFlushing	LocalSystem	-	True	-	2025-05-30 07:51:47.000000 UTC	-	WindowsNotificationFacility	WNF state 7574bca33a078a41	ComHandler	{99efdad1-f11-4a6b-a702-4e1c37d1a3ef}	-	LocalSystem	N/A	{4D1ED2E5-261D-42D0-8E1C-DD3863A278A8}
Data Integrity Scan for Crash Recovery	LocalSystem	-	True	-	2025-05-29 09:52:11.000000 UTC	-	WindowsNotificationFacility	WNF state 7508bca32907950a	ComHandler	{dcfd3ea8-d960-4719-8206-490ae315f94f}	-CrashRecovery	LocalSystem	N/A	{4DD04168-E2AD-4A96-99D4-B709FD689476}
dusmtask	Users	-	True	-	2025-05-29 09:52:11.000000 UTC	-	WindowsNotificationFacility	WNF state 7508bca3291b950c	-	-	-	Users	-	{4E344456-A7B1-4D5F-B9DD-058D5606FC9A}
ReconcileLanguageResources	InteractiveUsers	-	True	2025-06-02 04:05:13.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 04:05:13.000000 UTC	Logon	Logon trigger	ComHandler	{d0582e3b-3126-4caa-9155-ac37c912a489}	-	InteractiveUsers	N/A	{4E7C22A7-EDE7-472B-A5F5-1FCE84552890}
TouchpadSyncDataAvailable	Users	-	True	-	2025-05-29 09:52:11.000000 UTC	-	WindowsNotificationFacility	WNF state 7520bca324009615	ComHandler	{378eab97-efd6-4ed5-9ad9-e64a6aa1e6fa}	TouchpadSyncDataAvailable	Users	N/A	{4ED36B42-199F-4FE7-9948-0096A367A9B7}
Logon Synchronization	Users	-	True	-	2025-05-29 09:52:09.000000 UTC	-	Logon	Logon trigger	ComHandler	{fa3f3dd9-4c1a-456b-a8fa-c76ef3ed83b8}	Logon	Users	N/A	{4FC6C0A6-9AA5-41E9-B8C9-706B5184599D}
Tpm-Maintenance	LocalSystem	-	True	-	2025-05-30 07:52:42.000000 UTC	-	WindowsNotificationFacility	WNF state 7518bca3391e8b41	ComHandler	{5014b7c8-934e-4262-9816-887fa745a6c4}	TpmTasks	LocalSystem	N/A	{5012533C-F8E9-4133-BBD0-B3870C3AB437}
Tpm-Maintenance	LocalSystem	-	True	-	2025-05-30 07:52:42.000000 UTC	-	WindowsNotificationFacility	WNF state 7560bca322028f02	ComHandler	{5014b7c8-934e-4262-9816-887fa745a6c4}	TpmTasks	LocalSystem	N/A	{5012533C-F8E9-4133-BBD0-B3870C3AB437}
Tpm-Maintenance	LocalSystem	-	True	-	2025-05-30 07:52:42.000000 UTC	-	WindowsNotificationFacility	WNF state 7510bca3391e8b41	ComHandler	{5014b7c8-934e-4262-9816-887fa745a6c4}	TpmTasks	LocalSystem	N/A	{5012533C-F8E9-4133-BBD0-B3870C3AB437}
Tpm-Maintenance	LocalSystem	-	True	-	2025-05-30 07:52:42.000000 UTC	-	WindowsNotificationFacility	WNF state 3528bca32e1d8e0d	ComHandler	{5014b7c8-934e-4262-9816-887fa745a6c4}	TpmTasks	LocalSystem	N/A	{5012533C-F8E9-4133-BBD0-B3870C3AB437}
ForceSynchronizeTime	LocalService	-	True	-	2025-05-29 09:52:11.000000 UTC	-	WindowsNotificationFacility	WNF state 7510bca32f018915	ComHandler	{a31ad6c2-ff4c-43d4-8e90-7101023096f9}	TimeSyncTask	LocalService	N/A	{50434B8B-0DDA-4F7A-87B5-AAD7EE3DAC78}
SpaceManagerTask	LocalSystem	-	False	-	2025-05-29 09:52:08.000000 UTC	-	Boot	Boot trigger	Exe	%windir%\system32\spaceman.exe	/Work	LocalSystem	-	{5173A0D8-A861-4F06-B3D6-1101652ABCEE}
SpaceManagerTask	LocalSystem	-	True	-	2025-05-29 09:52:08.000000 UTC	-	WindowsNotificationFacility	WNF state 7510bca33e1e8702	Exe	%windir%\system32\spaceman.exe	/Work	LocalSystem	-	{5173A0D8-A861-4F06-B3D6-1101652ABCEE}
SvcRestartTaskLogon	InteractiveUser	-	True	2025-06-02 05:20:02.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 05:20:09.000000 UTC	Logon	Logon trigger	ComHandler	{b1aebb5d-ead9-4476-b375-9c3ed9f32afc}	logon	InteractiveUser	N/A	{5181899D-BD6F-4184-984A-8049ED85D92F}
EDP Inaccessible Credentials Task	Users	-	True	-	2025-05-29 09:52:11.000000 UTC	-	WindowsNotificationFacility	WNF state 7560bca3280a9641	ComHandler	{61bcd1b9-340c-40ec-9d41-d7f1c0632f05}	MissingCredentials	Users	N/A	{51D8D348-7252-4063-A33D-F24A4EAA08CE}
WakeUpAndScanForUpdates	LocalSystem	-	True	-	2025-05-29 09:52:11.000000 UTC	-	Time	-	ComHandler	{d5a04d91-6fe6-4fe4-a98a-feb4500c5af7}	-	LocalSystem	N/A	{528C820C-91ED-4909-B104-886F27D39474}
UpdateModelTask	LocalSystem	-	True	2025-06-01 11:55:34.000000 UTC	2025-05-29 09:52:11.000000 UTC	2025-06-01 11:55:35.000000 UTC	WindowsNotificationFacility	WNF state 7510bca33a019502	Exe	%systemroot%\system32\usoclient.exe	StartModelUpdates	LocalSystem	-	{52B85616-D405-4AFF-BFE9-A0C6C2FE00E9}
WsSwapAssessmentTask	LocalSystem	-	-	2025-05-30 08:49:12.000000 UTC	2025-05-29 09:52:11.000000 UTC	2025-05-30 08:49:13.000000 UTC	-	-	Exe	%windir%\system32\rundll32.exe	sysmain.dll,PfSvWsSwapAssessmentTask	LocalSystem	-	{537DCB75-2BD7-4589-BD87-8A7847C07D53}
OneDrive Standalone Update Task-S-1-5-21-1112181999-4199777422-2251726333-1002	Author	-	True	-	2025-06-02 01:08:14.000000 UTC	-	Time	-	-	-	-	Author	-	{5483A30E-CE63-4FA6-92E7-12F02AEFF56A}
MNO Metadata Parser	LocalSystem	-	True	-	2025-05-29 09:52:11.000000 UTC	-	Event	Event trigger: Subscription: <QueryList>
            <Query Id='1'>
            <Select Path='Microsoft-Windows-DeviceSetupManager/Operational'>*[System/EventID=302] and *[EventData/Data[@Name='Prop_ServiceInfoNamespace']='http://schemas.microsoft.com/windows/2010/12/DeviceMetadata/MobileBroadBandInfo']</Select>
            </Query>
            </QueryList>, Queries: []	-	-	-	LocalSystem	-	{548D051F-FDF6-4C2E-B6BD-C4AFB9877576}
UPnPHostConfig	LocalSystem	-	-	-	2025-05-29 09:52:11.000000 UTC	-	-	-	Exe	sc.exe	config upnphost start= auto	LocalSystem	-	{565DF96C-A655-4D1B-B4B3-07C3B330077F}
SmartRetry	LocalSystem	-	False	2025-06-02 02:50:04.000000 UTC	2025-05-29 09:52:08.000000 UTC	2025-06-02 02:50:06.000000 UTC	Boot	Boot trigger	ComHandler	{f3a219c3-2698-4cbf-9c07-37edb8e72e6}	-	LocalSystem	N/A	{566DAA9D-ECDE-4DE2-A96A-47811306F5A8}
SmartRetry	LocalSystem	-	False	2025-06-02 02:50:04.000000 UTC	2025-05-29 09:52:08.000000 UTC	2025-06-02 02:50:06.000000 UTC	Time	-	ComHandler	{f3a219c3-2698-4cbf-9c07-37edb8e72e6}	-	LocalSystem	N/A	{566DAA9D-ECDE-4DE2-A96A-47811306F5A8}
SmartRetry	LocalSystem	-	False	2025-06-02 02:50:04.000000 UTC	2025-05-29 09:52:08.000000 UTC	2025-06-02 02:50:06.000000 UTC	WindowsNotificationFacility	WNF state 7538bda33e06830d	ComHandler	{f3a219c3-2698-4cbf-9c07-37edb8e72e6}	-	LocalSystem	N/A	{566DAA9D-ECDE-4DE2-A96A-47811306F5A8}
SmartRetry	LocalSystem	-	False	2025-06-02 02:50:04.000000 UTC	2025-05-29 09:52:08.000000 UTC	2025-06-02 02:50:06.000000 UTC	WindowsNotificationFacility	WNF state 7518bca33e06830d	ComHandler	{f3a219c3-2698-4cbf-9c07-37edb8e72e6}	-	LocalSystem	N/A	{566DAA9D-ECDE-4DE2-A96A-47811306F5A8}
SmartRetry	LocalSystem	-	False	2025-06-02 02:50:04.000000 UTC	2025-05-29 09:52:08.000000 UTC	2025-06-02 02:50:06.000000 UTC	WindowsNotificationFacility	WNF state 7510bca33e0b8441	ComHandler	{f3a219c3-2698-4cbf-9c07-37edb8e72e6}	-	LocalSystem	N/A	{566DAA9D-ECDE-4DE2-A96A-47811306F5A8}
SmartRetry	LocalSystem	-	False	2025-06-02 02:50:04.000000 UTC	2025-05-29 09:52:08.000000 UTC	2025-06-02 02:50:06.000000 UTC	Time	-	ComHandler	{f3a219c3-2698-4cbf-9c07-37edb8e72e6}	-	LocalSystem	N/A	{566DAA9D-ECDE-4DE2-A96A-47811306F5A8}
Secure-Boot-Update	LocalSystem	-	True	2025-06-02 05:33:53.000000 UTC	2025-05-30 07:52:42.000000 UTC	2025-06-02 05:33:53.000000 UTC	Boot	Boot trigger	ComHandler	{5014b7c8-934e-4262-9816-887fa745a6c4}	SBServicing	LocalSystem	N/A	{574B95BB-1F2C-4040-A4CF-B8D0933942D1}
USO_UxBroker	LocalSystem	-	True	2025-06-01 08:43:34.000000 UTC	2025-05-29 09:52:11.000000 UTC	2025-06-01 08:43:36.000000 UTC	WindowsNotificationFacility	WNF state 7510bca3381d8941	-	-	-	LocalSystem	-	{585A2F06-C753-4C0D-9E2E-6B253EBB6A48}
USO_UxBroker	LocalSystem	-	True	2025-06-01 08:43:34.000000 UTC	2025-05-29 09:52:11.000000 UTC	2025-06-01 08:43:36.000000 UTC	Time	-	-	-	-	LocalSystem	-	{585A2F06-C753-4C0D-9E2E-6B253EBB6A48}
Scheduled Start	LocalSystem	-	True	2025-06-01 11:49:34.000000 UTC	2025-05-29 09:52:11.000000 UTC	2025-06-01 11:49:34.000000 UTC	Time	-	Exe	C:\Windows\system32\sc.exe	start wuauserv	LocalSystem	-	{59BBAC5A-EC88-4915-80D5-855A7C097729}
Scheduled Start	LocalSystem	-	False	2025-06-01 11:49:34.000000 UTC	2025-05-29 09:52:11.000000 UTC	2025-06-01 11:49:34.000000 UTC	Session	ConsoleDisconnect	Exe	C:\Windows\system32\sc.exe	start wuauserv	LocalSystem	-	{59BBAC5A-EC88-4915-80D5-855A7C097729}
Scheduled Start	LocalSystem	-	False	2025-06-01 11:49:34.000000 UTC	2025-05-29 09:52:11.000000 UTC	2025-06-01 11:49:34.000000 UTC	Session	RemoteDisconnect	Exe	C:\Windows\system32\sc.exe	start wuauserv	LocalSystem	-	{59BBAC5A-EC88-4915-80D5-855A7C097729}
Scheduled Start	LocalSystem	-	False	2025-06-01 11:49:34.000000 UTC	2025-05-29 09:52:11.000000 UTC	2025-06-01 11:49:34.000000 UTC	WindowsNotificationFacility	WNF state 7508bca3380c960c	Exe	C:\Windows\system32\sc.exe	start wuauserv	LocalSystem	-	{59BBAC5A-EC88-4915-80D5-855A7C097729}
Metadata Refresh	Users	-	-	-	2025-05-27 09:52:11.000000 UTC	-	-	-	ComHandler	{23c1f3cf-c110-4512-aca9-7b6174ece888}	-	Users	N/A	{5A5F61E6-4CF5-49B6-9CAB-4219A8B20E6C}
Microsoft-Windows-DiskDiagnosticDataCollector	LocalSystem	-	-	-	2025-05-17 09:52:11.000000 UTC	-	-	-	Exe	%windir%\system32\rundll32.exe	dfdts.dll,DfdGetDefaultPolicyAndSMART	LocalSystem	-	{5B2FC15D-8925-4205-8742-42239BD3EC3E}
Diagnostics	System	-	-	2025-06-01 09:55:20.000000 UTC	2025-05-29 09:52:11.000000 UTC	2025-06-01 09:55:26.000000 UTC	-	-	Exe	%windir%\system32\disksnapshot.exe	-z	System	-	{5CA31EAC-37B6-49F7-A640-E01D36ABCF31}
HiveUploadTask	LocalSystem	-	True	-	2025-05-29 09:52:11.000000 UTC	-	Time	-	ComHandler	{ba677074-762c-444b-94c8-8c83f93f6605}	-	LocalSystem	N/A	{5DD267D0-7181-4882-ABEF-02F38494D212}
KeyPreGenTask	LocalSystem	-	True	2025-06-02 02:19:37.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 02:19:37.000000 UTC	WindowsNotificationFacility	WNF state 7508bca323098541	ComHandler	{47e30d54-dac1-473a-aff7-2355bf78881f}	NGCKeyPregen	LocalSystem	N/A	{5F57C6CB-0237-4C26-9BA4-E66E614A3D93}
KeyPreGenTask	LocalSystem	-	True	2025-06-02 02:19:37.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 02:19:37.000000 UTC	WindowsNotificationFacility	WNF state 7520bca323098541	ComHandler	{47e30d54-dac1-473a-aff7-2355bf78881f}	NGCKeyPregen	LocalSystem	N/A	{5F57C6CB-0237-4C26-9BA4-E66E614A3D93}
KeyPreGenTask	LocalSystem	-	True	2025-06-02 02:19:37.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 02:19:37.000000 UTC	WindowsNotificationFacility	WNF state 75c0bca33e06830d	ComHandler	{47e30d54-dac1-473a-aff7-2355bf78881f}	NGCKeyPregen	LocalSystem	N/A	{5F57C6CB-0237-4C26-9BA4-E66E614A3D93}
KeyPreGenTask	LocalSystem	-	False	2025-06-02 02:19:37.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 02:19:37.000000 UTC	Logon	Logon trigger	ComHandler	{47e30d54-dac1-473a-aff7-2355bf78881f}	NGCKeyPregen	LocalSystem	N/A	{5F57C6CB-0237-4C26-9BA4-E66E614A3D93}
KeyPreGenTask	LocalSystem	-	False	2025-06-02 02:19:37.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 02:19:37.000000 UTC	Session	ConsoleConnect	ComHandler	{47e30d54-dac1-473a-aff7-2355bf78881f}	NGCKeyPregen	LocalSystem	N/A	{5F57C6CB-0237-4C26-9BA4-E66E614A3D93}
Scheduled	Users	-	-	-	2025-05-25 09:52:11.000000 UTC	-	-	-	ComHandler	{c1f85ef8-bcc2-4606-bb39-70c523715eb3}	-	Users	N/A	{60AE0BA1-50FE-4FC8-99AE-289F3ECC5A70}
HybridDriveCachePrepopulate	LocalSystem	-	-	-	2025-05-29 09:52:11.000000 UTC	-	-	-	ComHandler	{17c82257-654e-4c47-8e23-dca24eaa76a0}	-	LocalSystem	N/A	{624E6A9B-84BE-4022-B0A7-9A49949ED9D2}
PolicyConverter	LocalSystem	-	-	-	2025-05-29 09:52:11.000000 UTC	-	-	-	-	-	-	LocalSystem	-	{646F2353-B7EC-43C4-BE64-3B63EC07321F}
RegisterDeviceProtectionStateChanged	System	-	True	2025-06-02 05:30:20.000000 UTC	2025-05-29 09:52:11.000000 UTC	2025-06-02 05:30:21.000000 UTC	WindowsNotificationFacility	WNF state 7540bea33e06830d	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-RegisterDevice -ProtectionStateChanged -FreeNetworkOnly	System	N/A	{66A273AF-FC42-4BE3-BB1F-603681B8E23E}
EDP Auth Task	Users	-	True	-	2025-05-29 09:52:11.000000 UTC	-	WindowsNotificationFacility	WNF state 7538bca3280a9641	ComHandler	{61bcd1b9-340c-40ec-9d41-d7f1c0632f05}	ReAuth	Users	N/A	{6A628D6B-5AB0-4D45-95D4-AD3446293636}
UserTask	InteractiveUsers	-	True	2025-06-02 05:20:02.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 05:20:07.000000 UTC	WindowsNotificationFacility	WNF state f510bca32a1e890d	ComHandler	{58fb76b9-ac85-4e55-ac04-427593b1d060}	USER	InteractiveUsers	N/A	{6D87191E-F56A-4FC7-9B73-1414CEA016FD}
UserTask	InteractiveUsers	-	True	2025-06-02 05:20:02.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 05:20:07.000000 UTC	Logon	Logon trigger	ComHandler	{58fb76b9-ac85-4e55-ac04-427593b1d060}	USER	InteractiveUsers	N/A	{6D87191E-F56A-4FC7-9B73-1414CEA016FD}
UserTask	InteractiveUsers	-	True	2025-06-02 05:20:02.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 05:20:07.000000 UTC	Logon	Logon trigger	ComHandler	{58fb76b9-ac85-4e55-ac04-427593b1d060}	USER	InteractiveUsers	N/A	{6D87191E-F56A-4FC7-9B73-1414CEA016FD}
UserTask	InteractiveUsers	-	True	2025-06-02 05:20:02.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 05:20:07.000000 UTC	Event	Event trigger: Subscription: <QueryList><Query Id="0" Path="Microsoft-Windows-User Device Registration/Admin"><Select Path="Microsoft-Windows-User Device Registration/Admin">*[System[Provider[@Name='Microsoft-Windows-User Device Registration'] and EventID=300]]</Select></Query></QueryList>, Queries: []	ComHandler	{58fb76b9-ac85-4e55-ac04-427593b1d060}	USER	InteractiveUsers	N/A	{6D87191E-F56A-4FC7-9B73-1414CEA016FD}
DXGIAdapterCache	LocalSystem	-	True	2025-06-02 05:19:00.000000 UTC	2025-05-29 09:52:11.000000 UTC	2025-06-02 05:19:12.000000 UTC	WindowsNotificationFacility	WNF state 7580bca32916c641	-	-	-	LocalSystem	-	{6E6ACC02-650D-4E60-BFDF-44AB97EE6400}
DXGIAdapterCache	LocalSystem	-	True	2025-06-02 05:19:00.000000 UTC	2025-05-29 09:52:11.000000 UTC	2025-06-02 05:19:12.000000 UTC	WindowsNotificationFacility	WNF state 7588bca32916c641	-	-	-	LocalSystem	-	{6E6ACC02-650D-4E60-BFDF-44AB97EE6400}
Report policies	LocalSystem	-	True	-	2025-05-27 09:52:11.000000 UTC	-	WindowsNotificationFacility	WNF state 7508bca32a1e890d	Exe	%systemroot%\system32\usoclient.exe	ReportPolicies	LocalSystem	-	{6F33F603-1681-4A40-BB58-CA2445DB61F6}
Property Definition Sync	Author	-	True	-	2025-05-29 09:52:11.000000 UTC	-	Time	-	ComHandler	{2ae64751-b728-4d6b-97a0-b2da2e7d2a3b}	-	Author	N/A	{70B4BB1F-0B16-479D-B16F-3F1465A01E00}
Recovery-Check	InteractiveUsers	-	True	-	2025-05-29 09:52:09.000000 UTC	-	Logon	Logon trigger	Exe	%SystemRoot%\System32\dsregcmd.exe	/checkrecovery	InteractiveUsers	-	{7148E5EB-C370-4A83-B612-A5B4DB991263}
Recovery-Check	InteractiveUsers	-	True	-	2025-05-29 09:52:09.000000 UTC	-	Session	Unknown	Exe	%SystemRoot%\System32\dsregcmd.exe	/checkrecovery	InteractiveUsers	-	{7148E5EB-C370-4A83-B612-A5B4DB991263}
RegisterDeviceAccountChange	System	-	True	2025-06-02 05:35:12.000000 UTC	2025-05-29 09:52:11.000000 UTC	2025-06-02 05:35:12.000000 UTC	WindowsNotificationFacility	WNF state 7540bca33e0b8441	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-RegisterDevice -AccountChange	System	N/A	{7327CEEE-E1EF-488B-9384-8E74309A3825}
RegisterDeviceAccountChange	System	-	True	2025-06-02 05:35:12.000000 UTC	2025-05-29 09:52:11.000000 UTC	2025-06-02 05:35:12.000000 UTC	WindowsNotificationFacility	WNF state 7560bda33e06830d	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-RegisterDevice -AccountChange	System	N/A	{7327CEEE-E1EF-488B-9384-8E74309A3825}
PenSyncDataAvailable	Users	-	True	2025-06-02 00:59:57.000000 UTC	2025-05-29 09:52:11.000000 UTC	2025-06-02 00:59:58.000000 UTC	WindowsNotificationFacility	WNF state 7518bca324009615	ComHandler	{378eab97-efd6-4ed5-9ad9-e64a6aa1e6fa}	PenSyncDataAvailable	Users	N/A	{73F1F04F-08DA-47C2-B378-544527D8D63B}
RunOnReboot	LocalSystem	-	True	-	2025-05-29 09:52:08.000000 UTC	-	Boot	Boot trigger	Exe	%windir%\system32\ProvTool.exe	/turn 5 /source ContinueSessionTask	LocalSystem	-	{74B44DF8-1E75-4794-A665-E04800F0B4A5}
appuriverifierdaily	AllUsers	-	-	2025-06-01 09:55:20.000000 UTC	2025-05-29 09:52:11.000000 UTC	2025-06-01 09:55:25.000000 UTC	-	-	-	-	-	AllUsers	-	{754259C8-9A55-4929-A37A-F248799F778F}
Data Integrity Scan	LocalSystem	-	-	-	2025-05-29 09:52:12.000000 UTC	-	-	-	ComHandler	{dcfd3ea8-d960-4719-8206-490ae315f94f}	-Manual	LocalSystem	N/A	{75C83B4F-295D-478D-820F-71567BF172C3}
LicenseImdsIntegration	AnyUser	-	True	-	2025-05-29 09:52:09.000000 UTC	-	Logon	Logon trigger	-	-	-	AnyUser	-	{76370039-DF4D-4769-9855-682D466DD7A6}
LicenseImdsIntegration	AnyUser	-	True	-	2025-05-29 09:52:09.000000 UTC	-	Time	-	-	-	-	AnyUser	-	{76370039-DF4D-4769-9855-682D466DD7A6}
LicenseImdsIntegration	AnyUser	-	True	-	2025-05-29 09:52:09.000000 UTC	-	WindowsNotificationFacility	WNF state 7570bca322028f02	-	-	-	AnyUser	-	{76370039-DF4D-4769-9855-682D466DD7A6}
FODCleanupTask	System	-	True	-	2025-05-27 09:52:12.000000 UTC	-	Logon	Logon trigger	-	-	-	System	-	{772A48B6-BF5E-4EC1-BCE4-632F438C9DEC}
Storage Tiers Management Initialization	LocalSystem	-	True	-	2025-05-29 09:52:12.000000 UTC	-	WindowsNotificationFacility	WNF state 7508bca32b1d940d	ComHandler	{5c9ab547-345d-4175-9af6-65133463a100}	-	LocalSystem	N/A	{77D1BF45-CF14-4ADC-B633-006F4A585E24}
CleanupTemporaryState	LocalSystem	-	-	-	2025-05-28 09:52:12.000000 UTC	-	-	-	Exe	%windir%\system32\rundll32.exe	Windows.Storage.ApplicationData.dll,CleanupTemporaryState	LocalSystem	-	{7B03EB54-3EBD-4B66-8535-2ED059445CD8}
